userId,churn,prediction
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
98,0,0.0
